"Reino","Filo","Classe","Ordem","Familia","Genero","Nome_Cientifico","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Pseudopaludicola","Pseudopaludicola mystacalis","Pseudopaludicola mystacalis","(Cope, 1887)","","Anfíbios","05/2018","Menos Preocupante","","","Pseudopaludicola mystacalis ocorre na Argentina, Brasil, Bolívia, e Paraguai. No Brasil, possui ampla distribuição, com registros em todas as regiões e biomas. Trata-se de uma espécie comum e abundante, inclusive em ambientes antropizados, como plantação de arroz. Não há evidências de ameaças que possam colocá-la em risco de extinção. Por essas razões, Pseudopaludicola mystacalis foi avaliada como Menos Preocupante (LC).","Não","Não","Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Piauí, Rio Grande do Sul, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","Sub-bacia Araguaia Sub-bacia Grande Sub-bacia Gurupi Sub-bacia Ibicuí Sub-bacia Itapecuru Sub-bacia Litoral CE PI Sub-bacia Paraguai 01 Sub-bacia Paraguai 02 Sub-bacia Paraguai 03 Sub-bacia Paraíba do Sul Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia Parnaíba Alto Sub-bacia Parnaíba Baixo Sub-bacia Parnaíba Médio Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Xingu","APA Cavernas do Peruaçu, APA Delta do Parnaíba, APA Nascentes do Rio Vermelho, APA Planalto Central, APA Serra da Ibiapaba, APA Serra da Meruoca, ESEC da Serra das Araras, ESEC Pirapitinga, PARNA Cavernas do Peruaçu, PARNA de Sete Cidades","APA RIO BATALHA, ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE, ÁREA DE PROTEÇÃO AMBIENTAL DA BICA DO IPÚ, ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO, ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, FLORESTA ESTADUAL DO ARAGUAIA","RPPN Fazenda Estância Dorochê, RPPN Jubran, RPPN Marvão","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Cycloramphidae","Cycloramphus","Cycloramphus boraceiensis","Cycloramphus boraceiensis","Heyer, 1983","Sapinho-de-riacho","Anfíbios","09/2017","Menos Preocupante","","","Cycloramphus boraceiensis é endêmica do Brasil, conhecida da Mata Atlântica litorânea do sul do estado do Rio de Janeiro até o município de Salesópolis, no estado de São Paulo. Embora tenha distribuição restrita (extensão de ocorrência calculada em 2.669 km2), ocorre em uma região relativamente bem preservada, e a espécie é de fácil encontro e abundante em algumas localidades. Além disso, ocorre em unidades de conservação, inclusive de proteção integral. Não há ameaças evidentes que possam colocá-la em riso de extinção em curto prazo. Por essas razões, Cycloramphus boraceiensis foi avaliada como Menos Preocupante (LC).","Sim","Não","Rio de Janeiro, São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ Sub-bacia Litoral SP Sub-bacia Tietê","","ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DE ILHABELA","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Cycloramphidae","Cycloramphus","Cycloramphus organensis","Cycloramphus organensis","Weber, Verdade, Salles, Fouquet & Carvalho-e-Silva, 2011","Rãzinha-de-corredeira","Anfíbios","09/2017","Menos Preocupante","","","Cycloramphus organensis é endêmica do Brasil, sendo conhecida apenas da localidade tipo, no Parque Nacional da Serra dos Órgãos, estado do Rio de Janeiro. A espécie habita campos de altitude a cerca de 2.000 metros de altitude acima do nível do mar. O ambiente onde ocorre é bem preservado, não havendo ameaças evidentes que possam colocá-la em risco de extinção. Por esses motivos Cycloramphus organensis foi avaliada com Menos Preocupante (LC).","Sim","Não","Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Paraíba do Sul","APA Petrópolis, PARNA da Serra dos Órgãos","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Bokermannohyla","Bokermannohyla martinsi","Bokermannohyla martinsi","(Bokermann, 1964)","Perereca","Anfíbios","06/2017","Quase Ameaçada","","","Bokermannohyla martinsi é endêmica do Brasil, conhecida de regiões montanhosas no Quadrilátero Ferrífero do estado de Minas Gerais, em região de transição do bioma Mata Atlântica com o Cerrado. Sua extensão de ocorrência foi estimada em 3.816 km2. Trata-se de espécie comum, encontrada em rochas de borda de riachos em ,ata de galeria e, provavelmente, não se adapta a ambientes perturbados. A principal ameaça à espécie é a atividade minerária, causadora de declínio da área e qualidade do seu hábitat, e algumas subpopulações não foram mais encontradas. Contudo, não há indícios de que a população esteja severamente fragmentada. Sendo assim, Bokermannohyla martinsi quase se qualifica como Em perigo (EN) pelo critério B1b (iii,iv), sendo avaliada como Quase Ameaçada (NT).","Sim","Não","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia São Francisco Alto","PARNA da Serra do Gandarela","ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, FLORESTA ESTADUAL DO UAIMII, MONUMENTO NATURAL ESTADUAL DE ITATIAIA, MONUMENTO NATURAL ESTADUAL SERRA DA MOEDA, PARQUE ESTADUAL DO ITACOLOMI, PARQUE ESTADUAL SERRA DO OURO BRANCO","RPPN dos Feixos, RPPN Itajurú ou Sobrado, RPPN Poço Fundo, RPPN Sítio São Francisco","Não","Desconhecida","3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Espinhaço Mineiro - 2º ciclo, Plano de Ação Nacional para a Conservação dos Répteis e Anfíbios Ameaçados de Extinção na Serra do Espinhaço, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Phyllomedusidae","Phyllomedusa","Phyllomedusa bahiana","Phyllomedusa bahiana","Lutz, 1925","Perereca-das-folhagens","Anfíbios","09/2018","Menos Preocupante","","","Phyllomedusa bahiana é endêmica do Brasil, com registros de ocorrência conhecidos nos domínios da Mata Atlântica e da Caatinga, nos estados da Bahia e Sergipe. A espécie é comum e pode ser encontrada próxima a poças permanentes em florestas estacionais, inclusive em ambientes antropizados. Ocorre em unidades de conservação e não há ameaças diretas que possam colocá-la em risco de extinção em curto prazo. Portanto, Phyllomedusa bahiana foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia, Sergipe","|Nordeste|","Caatinga, Mata Atlântica","Sub-bacia Contas Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jequitinhonha Sub-bacia Litoral SE Sub-bacia São Francisco Médio Sub-bacia São Francisco Submédio","ESEC Raso da Catarina, FLONA Contendas do Sincorá, PARNA da Chapada Diamantina, PARNA da Serra de Itabaiana","ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, PARQUE ESTADUAL DAS SETE PASSAGENS, PARQUE ESTADUAL DO MORRO DO CHAPÉU, REFúGIO DE VIDA SILVESTRE MATA DO JUNCO","RPPN Adília Paraguassu Batista, RPPN Córrego dos bois, RPPN São Joquim da Cabonha APA I e APA II","","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Pleurodema","Pleurodema diplolister","Pleurodema diplolister","(Peters, 1870)","","Anfíbios","09/2018","Menos Preocupante","","","Pleurodema diplolister é endêmica do Brasil e apresenta ampla distribuição na região Nordeste e nos estados de Goiás, Maranhão, Minas Gerais e Tocantins, sendo encontrada em diferentes ambientes, incluindo campos de dunas e próximo a habitações humanas. A espécie é fossorial e não há evidência de ameaças que possam colocá-la em risco de extinção. Portanto, Pleurodema diplolister foi avaliada como Menos Preocupante (LC).","Sim","Não","Alagoas, Bahia, Ceará, Goiás, Maranhão, Minas Gerais, Paraíba, Pernambuco, Piauí, Rio Grande do Norte, Sergipe, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Caatinga, Cerrado, Mata Atlântica","Sub-bacia Contas Sub-bacia Itapecuru Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jaguaribe Sub-bacia Jequitinhonha Sub-bacia Litoral AL PE PB Sub-bacia Litoral CE PB Sub-bacia Litoral CE PI Sub-bacia Litoral SE Sub-bacia Paraíba Sub-bacia Parnaíba Baixo Sub-bacia Parnaíba Médio Sub-bacia Piranhas Sub-bacia São Francisco Baixo Sub-bacia São Francisco Médio Sub-bacia São Francisco Submédio Sub-bacia Tocantins Alto","APA Delta do Parnaíba, ESEC Serra Geral do Tocantins, PARNA de Boa Nova, PARNA Lençóis Maranhenses, REBIO Guaribas","ÁREA DE PROTEÇÃO AMBIENTAL DA MARITUBA DO PEIXE, ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO DESIDÉRIO, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL DUNAS E VEREDAS DO BAIXO MÉDIO SÃO FRANCISCO, Área de Proteção Ambiental Jalapão, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DE ITAPARICA, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SOBRADINHO, PARQUE ESTADUAL DO JALAPãO","RPPN Fazenda Boa Ventura","","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Osteocephalus","Osteocephalus oophagus","Osteocephalus oophagus","Jungfer & Schiesari, 1995","","Anfíbios","05/2018","Menos Preocupante","","","Osteocephalus oophagus ocorre no bioma amazônico e possui registros para o Brasil, Guiana, Guiana Francesa, Colômbia. No Brasil, possui distribuição ampla, com registros de ocorrência nos estados do Amazonas, Pará e Amapá. A espécie é comum, porém não abundante, e não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Osteocephalus oophagus foi avaliada como Menos Preocupante (LC).","Não","Não","Amapá, Amazonas, Pará","|Norte|","Amazônia","Sub-bacia Foz Amazonas Sub-bacia Negro Sub-bacia Tocantins Baixo Sub-bacia Trombetas","RESEX Rio Cajari","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax pedromedinae","Scinax pedromedinae","(Henle, 1991)","Henle's Snouted Treefrog","Anfíbios","05/2018","Menos Preocupante","","","Scinax pedromedinae ocorre na região amazônica da América do Sul e é conhecida para o Brasil, Colômbia, Peru e Bolívia. No Brasil, seu primeiro registro ocorreu em 2011, na Reserva de Desenvolvimento Sustentável Mamirauá, no estado do Amazonas, havendo registros de também no estado do Acre. A região de ocorrência da espécie encontra-se bem preservada e não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Scinax pedromedinae foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Purus Sub-bacia Solimões","RESEX Alto Juruá","ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE, PARQUE ESTADUAL CHANDLESS, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MAMIRAUÁ","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax lindsayi","Scinax lindsayi","Pyburn, 1992","","Anfíbios","05/2018","Menos Preocupante","","","Scinax lindsayi ocorre no bioma amazônico, sendo conhecida para o Brasil e Colômbia. No Brasil, há registro apenas na localidade-tipo, no oeste do estado do Amazonas. Contudo, acredita-se que sua distribuição possa se expandir para a região noroeste do estado, pois é uma região muito pouco amostrada e que contém grandes extensões de florestas primárias. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Scinax lindsayi foi avaliada como Menos Preocupante (LC).","Não","Não","Amazonas","|Norte|","Amazônia","Sub-bacia Solimões","","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax melanodactylus","","Lourenço, Luna & Pombal, 2014","","Anfíbios","09/2018","Menos Preocupante","","","Ololygon melanodactyla é endêmica do Brasil, com distribuição conhecida para os estados de Alagoas, Sergipe, Bahia e Espírito Santo. A espécie é encontrada às margem de corpos de água temporários e permanentes em floresta de restinga. Sua extensão de ocorrência calculada é de 23.712km2, embora haja perda de vegetação nativa em alguns locais nessa área, não são conhecidas ameaças evidentes que possam afetar a espécie ao ponto de colocá-la em risco de extinção. Por essas razões, O. melanodactyla foi avaliada como Menos Preocupante (LC).","Sim","Não","Alagoas, Bahia, Espírito Santo, Sergipe","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Contas Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jequitinhonha Sub-bacia Litoral AL PE PB Sub-bacia Litoral BA ES Sub-bacia Litoral SE","","ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA","BRONZON","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Brachycephalus","Brachycephalus actaeus","","Monteiro, Condez, Garcia, Comitti, Amaral & Haddad, 2018","","Anfíbios","09/2018","Menos Preocupante","","","Brachycephalus actaeus é endêmica do Brasil, do bioma Mata Atlântica, conhecida do nordeste do estado de Santa Catarina. Trata-se de espécie de fácil encontro e abundante. Embora tenha distribuição conhecida muito restrita, acredita-se que seja mais ampla, pois a espécie foi recentemente descrita (2018) e há na região ambientes adequados ainda pouco amostrados. A região encontra-se bem preservada e não há ameaças evidentes que possam colocar a espécie em risco de extinção. Por essas razões, Brachycephalus actaeus foi avaliada como Menos Preocupante (LC).","Sim","Não","Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Litoral SP PR SC","","","","","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 4 - Transportes e serviços de transmissão|4.3 - Portos","","Proteção de recursos/habitat","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana icamiaba","","Peloso, Oliveira, Sturaro, Rodrigues, Lima-Filho, Bitar, Wheeler & Aleixo, 2018","","Anfíbios","09/2018","Menos Preocupante","","","Boana icamiaba é endêmica do Brasil, com distribuição para o estado do Pará. A espécie é associada a pequenos riachos rochosos de fluxo rápido de remanescentes primários de floresta ombrófila aluvial. Ao longo de sua extensão de ocorrência são observados grandes remanescentes bem conservados, não havendo ameaças evidentes que possam colocá-la em risco de extinção em curto prazo. Por essas razões, Boana icamiaba foi avaliada como Menos Preocupante (LC).","Sim","Não","Pará","|Norte|","Amazônia","Sub-bacia Paru Sub-bacia Tapajós Sub-bacia Trombetas Sub-bacia Xingu","FLONA do Tapajós, RESEX Tapajós-Arapiuns","","","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema nigriventris","Ischnocnema nigriventris","(Lutz, 1925)","Itatiaia Robber Frog","Anfíbios","05/2018","Menos Preocupante","","","Ischnocnema nigriventris é endêmica do Brasil e conhecida somente para a uma pequena porção da Mata Atlântica da Serra do Mar no estado de São Paulo. Sua extensão de ocorrência é de apenas 59 km2. A espécie ocorre em áreas florestadas em estágio secundário com avançado grau de regeneração e possivelmente se reproduz por desenvolvimento direto, sem dependência de água. Está presente em várias unidades de conservação. inclusive de proteção integral, e atualmente não há evidência de ameaças que possam colocá-la em risco de extinção. Por essas razões, Ischnocnema nigriventris foi avaliada como Menos Preocupante (LC).","Sim","Não","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Litoral SP Sub-bacia Tietê","","PARQUE ESTADUAL DA SERRA DO MAR","","","Desconhecida","9 - Poluição|9.2 - Industrial 9 - Poluição|9.4 - Lixo e resíduos sólidos|9.4.2 - Industriais 9 - Poluição|9.5 - Poluição do ar|9.5.1 - Chuva ácida 9 - Poluição|9.5 - Poluição do ar|9.5.2 - Fumaça (industrial veículos etc)","","","","","",""
